,q_a,label
5777," ::::: I AM FU-KED YOUR DADDY, SHTY ATHEIST WRE!",1
5778,"  YOU ARE FU-KING PROM-COUS BANNER!!!! I AM FU-KED YOUR DADDY, FU-KING WRE! NOW YOUR WILL NOT GO AWAY, FU-KING AS-LE! FU-KING COWARD! YOU ARE COWARD! FU-KING, COWARDLY, PROMI-US MOTHERFU-KER!!!!!!",1
5779,  :::: 'NOW YOU'RE HELL TO GET AWAY! I SEE YOU!',1
5780,   ITS NOT A PERSONAL ATTACK HES MY BRO STOP BEING A HOE,1
5781,"  :: Fuck You. Why don't you suck a turd out of my asshole! You think you can handle that, dumbfuck? eh?",1
5782,"  == Glockers Deletion ==  Suck my ballz fagget, don't delete my page again or i'll go glockers on you and yo' momma. Douchae.",1
5783,"Oh, shut it, hippie.     ",1
5784,`Yes that's because this article is basically the whole ``races don't exist OMG!`` bullshit that circulates in non-scientific circles (sociology is not a science)     `,1
5785,  You are fucking stupppppppppid are you the one who invented wikipedia other know as shitipedia/crapipedia cause this is just crap so go get a life you looser with no life.,1
5786,  == Hey shithead ==  Hey shithead  Where are you?  Are you too busy sucking on someone's cock to talk right now?    ,1
5787, :Oh my fucking god.  I'm in tears. I'm hurt.  I'm crying.  Oh wait.  I don't give a shit.  ,1
5788,  == Придурок ==  Ты свинья!!!! ( you is pig ),1
5789,  == why are you so miserable  ==  and keep blocking people.  You are a control freak,1
5790,"  ::Go fvck yourself, Nick-D. Get a job, losser.  ",1
5791, Go Fuck Yourself  Stop sending me harrassing messages about edits I never made on pages I've never visited.  Stay away from me.   ,1
5792,  =when= When the fuck im i unblocked you dick holes yall bitchs suck ass,1
5793,  == look here ==  your a fuckin cunt you czeckoslovacian ass clown,1
5794,  hey ricboom who ever the fuck you are if you go to my schoolim gonna beat the shit out of you  ,1
5795,"  == Leftcoastman ==  Seriously, you're a whiny little punk. Proud of your block. Feel all powerful now?  I guess his intellect scared you. LOL.   ",1
5796, :::::: Nice to know you back nazi's   ,1
5797,"Fuck you, French faggot. Go play soccer and leave the internet to America, which invented this shit.   ",1
5798,  == Herp derp ==  It's a talk page moron.,1
5799,  == You're an 38ass fuck43 ==  3Go shit your pants43,1
5800,  == You're an 7åss fùck8 ==  You're an 7åss fùck8  0 Go shït your pants7,1
5801,  ==Nerd==  Neeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeerd   ,1
5802,  ==OMG==  I thought the last freak was a fucking nerd but you take the cake.   ,1
5803, I assume you sniff your own farts.   ,1
5804,` :Hilarious even without the en-dash thing: I keep reading Post-Hotree–Fuck.   `,1
5805," and am, in actual fact, a complete wank stain",1
5806,"  == do you know who else believed in censorship? ==  Adolf Hitler, you fucking facist.",1
5807,"  you are a liar ,  you are changing and stealing turkish history . please stop what you doing . regards",1
5808,  == This person is criminal ==,1
5809,Oh you aRE ALL I GIVE YOU PERMISSION YOU DICK.......................... THEY TELLYOU  ,1
5810,"  im going to punch jim wales one day. ill find him, then ill fucking punch him out.",1
5811,  == Thou shalt be ravished in thy buttocks. It is suren to be hurtin'! ==  It is suren to be hurtin'!,1
5812,  == Die Whore ==  Die you whore.,1
5813," ::::::::::No arguments, just insults...I guess that's exactly what morons do.   ",1
5814," Stop being a fucking cunt licker, fuck eater",1
5815,This girl is an emo cunt,1
5816,`[User:TenPoundHammer|Ten Pound Hammer]] stupid fuck who cares? you're just a stupid asshole with too much free time`,1
5817,  == Fuck you ==  yeah you you fucking pseudo skeptic. Go suck the dick of all of your faggy friends.,1
5818,  Oh go cuck yourself. Protecting fake users.  Coward. Fuck you  ,1
5819, :get a life.do you thing only underage teenegers do sexting? What planet are you from?   ,1
5820,"Dreadstar, LittleMountain5, and some jerk on the Internet are cocksucking assholes.          ",1
5821,  because Wikipedia is poop-racist!  ,1
5822," ** Shut the fuck up faggot.. I've had fucking 100 last warnings, if you don't want me on here then fucking ban me you goddamn queer. fuckin signed   ",1
5823,  He didn't it was just some stupid iCarly fan.,1
5824," Also, please note that I am going to raoe you, cum un your mouth, and suck your dick until it falls right off.",1
5825," I raped Katy perry's penis last night with a dildo, and it was fun because then we started masturbating together!",1
5826, Ihad sex with Katy Perry last nught and my mommy caught us right in the middle of it.,1
5827," : Yeah, but you suck at life.  ",1
5828,  == ( ==  wtf stop deleting my stuff! you have a first grade education!@$$hole,1
5829,"  == yo, as*hole ==  im gonna kill you and steal ur huge monitor!",1
5830,  == OIH!` ==  Why u delete my edit????  U idiot!~~ Explain..,1
5831,OIH!!!!  WHY WHY WHY U REVERT MY EDIT?? IF U DUN LIKE ROTI CANAI U CAN DUN SEE IT U IDIOT~  EXPLAIN!!!!!!!!!!!!!!!!!!!I,1
5832,"  but in google translate it translated as dji dzu, dumbass!",1
5833,"  == So... you're a deletionist retard. ==  Were your parents related? Like, before they were married?",1
5834,  == Don't accuse me of vandalism you psychopath ==  You are not Lord God of editing wikipedia and your word isn't law.,1
5835,"  Its Not inapproprite, its constructive editing, if you wait for 1 f**king day, someone will contribute",1
5836,"I'm Jim,a retarded idiot .   ",1
5837,  == I'm watching you. ==  Your blatant POV pushing hasn't gone unnoticed.   ,1
5838, i hate   Andrewmc123 hes a asshole  ,1
5839, hey man its MC chris killer i want to talk why are you being so mean WHY MAN WHy!?!,1
5840, yo man your pissing me off,1
5841, YO I HATE YOU  Salvio YOU SUCK I HATE YOU A-HOLE,1
5842,"`:::::And you're a malicious, insluting, stalking troll. ) And these completely unncessary provocations above illustrate that point to perfection.    `",1
5843, pussy bitch. delete things,1
5844,"  hey marnette, fuck u u fucking queerbag who sucks on cocks!!! fuck u!!! leave me alone and go suck on some guy's cock u fuckin' queermo!!!   oh_babe",1
5845,"  Are all professors of rhetoric pompous, self-centered assholes?  Or is it just you?",1
5846,  Why not?  The man (Bkonrad) is an asshole. Look at how rudely he treats other editors.,1
5847,  == See you ==  Lousy cunt,1
5848,  Get a life you useless child rapist,1
5849, poopoo caca bullpenis shit cock mother fucker vagina,1
5850, I am a power hungry administrator! Who likes to suck cock! ,1
5851,"  Quit removing my content asshole, I'm not spamming. I'm adding relevant, valuable information with the only intention of helping the end user.",1
5852,   Get fucked you terminally dumb fuckstain. I hope you fall under one of his lorries. Twat,1
5853, or stuck in your dimly lit dungeon with all the other bats,1
5854,   YOU'RE A SAD ARSEHOLE. GET A LIFE.,1
5855,"   Well, well, well.  The little thin-skinned prick tried to get me banned cuz he doesn't like it when people demonstrate that his Civility Award was undeserved.",1
5856,"  buuuullllshit!!!! who does steven douche think he is, he's vandalizing and edit warring and removing good faith edits and im blocked? WTF!!!(  )",1
5857,  Just wanted to let you know that I think you're a faggot.  Find better things to do with your time.,1
5858,  I don't have time to discuss things in committee.  Life is to short scumbag.,1
5859,"  ==I Hope You Get Hit By A Truck==  You filthy piece of worthless crap, just go kill your self human slime.",1
5860,"  Haha your so funny, you sit on wikipedia all day making sure everything is perfect you piece of Sh#t!",1
5861,  ::::::Silly guy. You should use email like the wikijews.,1
5862,`  ::::::Silly guy. You should use email like the wikijews.  —Preceding unsigned comment added by    `,1
5863,112SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! 3,1
5864, SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!,1
5865,"` ::::Do you really want a criminal supporting your article, Anythingyouwant. Friends in low places eh? I'll drag ye all down !   `",1
5866, :I did'nt vandalize anything. Faggot.   ,1
5867," :::Oh yeah, let's be nice to that fat whore Sherrod and not link to something becuse it makes that crybaby scum poop in her pathetic diaper...  ",1
5868,"  wow, all this crap over some faory stories. what a bunch of douches.",1
5869,Member me u deleted my muther fucking page .,1
5870,"  He has just emailed me again telling me I won't get away with this, and is now sending me perverted pictures, the sick fool. Help   ",1
5871, i will vandalize your page,1
5872,  == deserves a knighthood ==  well done volkert. fortuijn was scum,1
5873,  :::I just did a geolocate.  Having your friends do something for you is meatpuppet!   ,1
5874,  Niteshift you are one seriously ignorant individual lol.  ,1
5875,"  == IDIOT ==  YOU JUST GO AROUND UNVALDALIZING WIKIPEDIA, YOU retard. WHO THE HELL LIKES WIKIPEDIA ANYWAY. YOU EVEN REQUESTED MY PAGE BE DELETED. KEEP YOUR HANDS OUTTA MY BUISNESS",1
5876,"  HAHHAHAHHAHA! NEXT TIME I'M UNBLOCKED, I'LL HAVE REVENGE AGAINST ALL WHO BLOKCED ME",1
5877," Oh bitch, just butt in why don't you...",1
5878,"  == I am going to rip off your tests and shove them down your teddy bears. ==  I bet you'll like it, you dirty little santa.",1
5879,  Screw off. I'll do what I want. Southwest does hub but you're to busy bangin other nerds to know that. Ignorant fuck.,1
5880,  == Nazi Bastard ==   I will hang your corpse from a tree.,1
5881,  Will Rengel ever give up? What an idiot.,1
5882,  This guy should probably just jump from something.,1
5883,"  Fuck off, quit lying to people. Chumps.",1
5884,  == Your blocks do not deter me == I may be blocked but you are still an asshole. And coward.    ,1
5885, - and also admit being dick that time,1
5886,.Forsite Forsyth Boresyth.Forsyth sucks,1
5887,"Hey, Olyeller:  Fuck off.",1
5888,  == Your obessed ==  With user KNOWIG what the fuck is wrong with you. Seek psyriatric help,1
5889,  Actually fuck it. You're all gay nerds who butt fuck each other. I'm gonna go get laid. Btw homos go to hell.,1
5890,  == Yo ==  Hey maggot how to fuck you doing bitch?     ,1
5891,  == Dance in the Dark == Fuck off,1
5892,"  == Liar ==  I did not create the page.  I only removed the tag.  You are a liar, and a troll.  Now kindly, fuck off.  ",1
5893,"  How could the capital of Israel not be part of Israel, you fucking brainwashed Arab dumbass.",1
5894,Are you kidding me right now. Is this a joke. He is quoting the book and you dismiss it. YOU ARE FUCKING BLIND  ,1
5895,"  == Hello ==  Hey motherfucker, don't revert my edits again you fat sack of Wikipedia shit. Please go back to jacking off to Virgin Killer and leave 's edits alone.   ",1
5896,dad gum. you fuckers dont like me editing do you. dont you be dissing charlie bray now. hes just a fatass kid  ,1
5897,whatever you say gay boy. atleast i have a life and im not fucking unchanging shit on wikiepedia  ,1
5898,  ::Idiots.    ,1
5899,BASTARD picking on women- leave catherine alone,1
5900,  == asshole ==  hey bitchh.. dont tell me wat to do!!,1
5901, oh yeahh and im mentally retarded and i sukk butt     ,1
5902,  Robin hood is a gay bum bandit who abuses women's rights. He is going to find elephants' trunks sucking his backside next time. What a loser. LEave catherine alone.,1
5903,UTfuckin retard go get a fucking life u bitchC,1
5904,"  == Wow... ==  Your just a fucking retard. Some of my edits are actually good source, however, you NYCS user fools want it your way.   ",1
5905,  ::I'm sick of wikipedia. It's full of illiterates and idiots. Shove it.   ,1
5906,"  Go away, troll, I have been harassed and all I asked to stop embarassing me in front of roommates...",1
5907, I am a fucking retarded nigger ,1
5908," ::Are you moron or stupid or both? I created my personal page for this, so move all this bloody useful information there if it is necessary.",1
5909,can be done through excessive masturbation),1
5910, :How pathetic Dencord at you want to go around bullying just cause you can't get your own way. Grow up.   ,1
5911,  Go smoke a joint or a dick whichever you please bongwarrior you loser just like Daniel Bard.,1
5912,"  == You ==  Are a pompous, juvenile, self-aggrandizing fucking SPIC, and that's all you are.",1
5913,"  Please swallow a penis, homosexual",1
5914, :::::The fact of my very limited number of edits to this article proves you a liar.   ,1
5915,"A picture of Rob,  an academic fraud and wiki bully boy ",1
5916,"Rob,you're a little coward, and thuggish boor. IF you got the stuff, come to  wikipedia review and tell the world why you not a grand dickhead",1
5917, Righteous wrath. What a poor researcher YOU are.     ,1
5918,"  == arsehole ==  I was right, you fuckwit",1
5919, see here  pointy revertss and bullying from a bunch of owing I love shit users.   ,1
5920,  == Isn't There Something Pompous About Your User Name? ==  You're a pretentious little bitch and some day it's gonna bite you in the ass  if it hasn't already. LOL!,1
5921,"  I want to meet you one day and stab you to death, and will never stop laughing as I watch you die bleeding heavily until you finally succumb.",1
5922,massage for scum==  Đoković will smash your boyfreind federer! ==,1
5923, :::Oh of fuck you asshole die im going to kill you    ,1
5924, :::Oh ok fuck you asshole die im going to kill you    ,1
5925, : you are a notorious troll and vandal too Hrafn.   ,1
5926, i am way better then you ugly people & more sexier !ha!,1
5927,  He's fucking mad! Mad I tell you! Muhahahaha!!!,1
5928,"  You're a twat and a Jew, have a nice day!",1
5929, When saying dickhole boob must be in view of the said person being called the dickhole.,1
5930,"fuck ya, ya poo brian",1
5931,  == lick my nuts ==  you richard dawkins cock smoking asshole,1
5932," Thanks for making the hypocrisy of your edits crystal clear for all to see. They KEEP the bnp fascit label, but REMOVE the UAF left wing label. LOLAGE.   ",1
5933,  == hey ==  you suck my dong,1
5934,  == hey faggot ==  you suck my HUGE DONG,1
5935,  == I shit on your face ==  fuck you,1
5936, :: He is very arrogant unfortunately - I'm hoping to stab him to death soon.,1
5937, :::Yeah it was me. Happy now? Assholes.,1
5938,  == Rebbeca ==  REBECCA BLACK SUCKS EGGS,1
5939,"  OhnoitsJamie, you're a faggot. What do you think of that?",1
5940, I am a paedophile. I molest disabled blind children ,1
5941,  HAHAHA! GNAA WILL SCREW YOUR ASSES ALL THE WAY TO HELL. VANDALS RULE,1
5942,    Stupid peace of shit stop deleting my stuff asshole go die and fall in a hole go to hell!,1
5943, I hate Eekster! he's icky!,1
5944,  this  idiot called Kansas the arm taker is supported by foreign  government agencies .  a person like this has no place in wikipedia. racist groups should be in wikipedia,1
5945,  How about you learn how to read and write during that time Jamie? Continue or continued you dumbass.  Second of all you ruined what I wrote you idiot,1
5946,  It would not have to be extended if you knew how to edit? Enjoy your power trip. An editor who can't fucking edit what a joke. Editing me!! HA!,1
5947,"  NOT VANDALISM, YOU F.U.C.K.I.N.G B.I.T.C.H!!!",1
5948,Yes there are problems with your English you pathetic Mexican asshole - I'm gonna continue making your life hell until I can rejoice in the pleasure of hearing your death. ,1
5949, weirdo alert. So !BenBen is your real name not DickDick or AdolfAdolf or pedepede,1
5950, go fuck urself mmmkk?,1
5951,  Ban me you stupid fat american virgin cunt. At least I have a life outside of wikipedia. Go throw your dogs balls. LOL what a retard. ;) xxxxxxxxx,1
5952,  == Hello ==  Go back to your own country you british fucker. 26+6=1. Tiocfaidh ar la. Victory to the RIRA.,1
5953," Suck my penis, you nerdy virgin.",1
5954, How about you all go fuck yourselves?,1
5955,"  Listen, fuckers, why dont you all come say this shit to my face?   ",1
5956,  == Fuck YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ==  The Iowa Idiots Are A Real Baseball Team!!!! !!!!!!!!!!!!!    Signed:  Pėņışmåń                            ,1
5957,  == Fuck You! ==  fuck you. fuck you. fuck you. fuck you.    ,1
5958,  == you're an asshole ==    ,1
5959,  == what kind of a stupid name is bongwarrior anyway ==  prick   ,1
5960,"Actually, my name is Tony Riley. Contact me at roofingag@gmail.com or blow me you Nazi. You're not qualified for your self-appointed role. BenBen? DickDick more like.  ",1
5961, : OH MY F*CKING GOD!!!!!COME ON!!!!   ,1
5962," : I had enough of *you*, bastard.   ",1
5963," Yeah, my bad MikeWazowski. No, not a bastard, but a d-bag.   ",1
5964,"  == You are a racist ==  Shut up you racist! You can't keep us Aussies out! You can build a wall but we'll tear it down, mate!   ",1
5965,  == The Federal Police is on to you! ==  You racist anti-Australian! I WILL get the Federal Police on you to put you in prison! AUSSIE PRIDE!  ,1
5966,  Fuck you and your cluelessbot you filthy roody-poo.  ,1
5967,   you have one ugly dirty head  ,1
5968,"  :Ja, final warnings. Lived with 'em for decades. You're like the Rainbow Likudis at the Pentagon. Go get a colonoscopy. Your crap stinks.  :  ",1
5969,"  == f*ck you x2 ==  Are you still enjoying your block, you f*cking retard?",1
5970,  why are you forcing other people from editing pages when they know for certain that there's something incorrect with the pages. why are you harassing them??  FUCK! ANSWER ME IMMEDIATLY!,1
5971,"`   Lol dumb arabs and their ``you cant show my god, heres a bomb because I have sand in my vagina!`` fucking towelheads`",1
5972,  == I don't like you ==  !   ,1
5973,  == this is a warning ==  no more hanky-panky mr. cranky-wanky!   ,1
5974,  == nigger ==  fuck you faggot,1
5975, but he has a beautiful cock,1
5976, == see your userpage you stupid bitch== heeeeeeeeeeee,1
5977,   Oh shut up if you cannot read that those people contributed nothing to it but calling for its deletion.  Hypocrites!   ,1
5978,  == You're a racist ==  You revert my edits to disparage Australian heritage. If you do that again I will get the Federal Police on to your door!       Aussie Pride!,1
5979,"  == Miacek ==  Miacek, I regret to say that but you are a big asshole. With a huge A. ) hope one day your dies of AIDS ) ..  ",1
5980,"  I suppose, you probably spent all your money on Star wars books so had no money for condoms. It all makes sense now, your not stupid just ignorantly poor.",1
5981,  Just letting you know that if you keep trying to vandalise my wiki then i will send virus' to you.,1
5982," Also the ip attacker was from california, where you are from. Im not stupid, you think you're right but your nothing but a pathetic loser.",1
5983,"`As for ``helping out`` well im not part of wikia, im independent, wikia is almost as bad as you are.`",1
5984,  == YOU SHOULD NOT INTERFARE  ==  (ranbir ) i think you are just interfering in my matter.wikipedia is not the property of your father.,1
5985," :Wow, are you some kind of moron?",1
5986,  ASK YOUR MOTHER <<<>>,1
5987,   ASK YOUR MOTHER <<<>>    ,1
5988,  == I like pee farts ==  Poo poo in the potty,1
5989," :::::You keep reverting my edits. You selfish, mutha******!   ",1
5990, :::::You don't even clean your ass when you poop. Nice try.   ,1
5991,"  YOU CANNOT BLOCK ME. IF YOU BLOCK ME, I WILL CALL YOU A DUMBHEAD!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1
5992,  == Dumbhead ==  YOU ARE A FREAKY DUMBHEAD!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!    ,1
5993,"  == Dumbhead ==  YOU ARE A DUMBHEAD, YOU SILLY FREAK!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!    ",1
5994,   : I dont give a fuck... it will get reposted so you think i give a flying fuck about deleting that article for a month or 2?,1
5995,wikipedia nazis can suck it bitches   ,1
5996,  == Thou shalt be ravished in thy buttocks ==  It's sure to be hurtin!,1
5997, SO why did you change my shit,1
5998,`  == Some bubble tea for you! ==  {| style=``background-color: #fdffe7; border: 1px solid #fceb92;`` |style=``vertical-align: middle; padding: 5px;`` |  |style=``vertical-align: middle; padding: 3px;`` | thanks ass hole    |}`,1
5999," :You're a Mathsci sockpuppet, aren't you?   ",1
6000,  I'm scared. It resets daily. Fuck you and your Zionist buddies. I will continue to edit this page in GOOD FAITH until I get bored battling Jewbotts.,1
6001,"  Hope, you'll grow up one day when someone like you gets Wikipedia! Till then feel free to play your moronic tricks   ",1
6002,  == You are a Disgrace == Sitting there with no life reverting valid edits. Get a life idiot   ,1
6003,  fuck head limey vandal,1
6004,"   You are making things up a syou go along. I have been warned for just a couple of the above. Also, fuck off.",1
6005,You just now made a bunch of reversions. Fuck,1
6006,  :Please stop your crony bullshit. I didn't attack anyone - I just copypasted on his page what he posted here plus added FUCK OFF,1
6007, r u Bigees cock sock?,1
6008,  == Hello ==  You are a racist! From   ,1
6009,"  p.s. SummerPHD, Slakr, Σ and others - please die a slow and painful death. After you get an actual life, that is.",1
6010,Go fuck yourself and stop contacting me.  I never touched any kitfo page.    ,1
6011,`  Sorry!  Meant to say ``Go fuck yourself you Asperger's riddled freak for accusing me of destructive edits I had nothing to do with.```,1
6012,  yall are fags who like it up the ass hard,1
6013, :::YEAH! Plus I hope your proud of the horrendously bad thing you created.   ,1
6014,"fags, you all take it up the ass hard and like it.",1
6015,  == Eat shit and die ==  You can block me now but that doesn't mean anything. You're nothing but a step below a rent-a-cop. Admins ain't shit.,1
6016, You have 2 choices: either to unblock me from Commons or to go to the doctor and get surgery for thinking people have done something wrong when they really didn't.,1
6017,dog. Do I make myself clear you unthinking little urchin,1
6018,do so sexually with me,1
6019,", it is because I am a very stupid and clueless gay idiot who sucks my mom's penis.",1
6020,fuck cocksucker titty marijuana nigger whore,1
6021,You're such one god damn nigger for a titty penis head. I am going to head butt you!  ,1
6022,  I AM GOING TO HACK YOUR DICK ACCOUNT,1
6023,am going to eat your balls! - The Kid  Don't pee on me when it's raining!,1
6024,"  If I hack your account, I am going to poop on you!  If I wikize this page, I am going to punch you in the face!",1
6025,  I am going to pee on you!,1
6026,   You're a dishonest asshole that will never touch a girl until you move out of your parent's basement,1
6027,  == ARRHGH! ==  Frederica is the most annoying talking head ever,1
6028,"  == HEY FCUK YOU ==  hey I just want to say i hate you but you are deleting the ENTHEOZOO pharmacognosy.,",1
6029,  == Prick ==  What a little bitch.   ,1
6030, : Two words. Reliable sources. My reliable sources say that you are a vandal. Ergo you are.  ,1
6031,  == go fcuk youslef ==  I am going to kill you this is a threat too you life watch out.....,1
6032,lasers. What an asshat,1
6033,"  == The second member of his surname is not spelled right... It starts with an F ==  You know, Carter-F*ck",1
6034,  Please do not refer to my name when insulting others.  You come across as very rude and arrogant.,1
6035,  == Why don't you fuck off ==  you little prick   ,1
6036," ::::Then the inaccurate bitch is going to win, because this doesn't end til I am forced to bow or am banned.    ",1
6037,  == look idiot ==  all your changes will be taken away now.,1
6038,  == AnonMoos ==  do not listen to what this one says its an idiot allready in trouble,1
6039,  HOW MY TING VANDALISM ARE YOU DUMB ? I AM GOING TO BE FAMOUS THEN YOU WILL BE SORRY!            ,1
6040,  :Funny how you constantly make up lies. I have not even made any personal attacks.,1
6041," BLOW ME JAson, you fucking faggot.  ",1
6042,  Hey... Dont add any crap you like... agarwals are not Dravidian. Wikipedia's standards atr going t o the dogs..  there were many inaccuracies there   ,1
6043,  You suck man.. Either you are ignorant or b******d. Dont add crap to articles about Hindu communities which are completely wrong.. ,1
6044,"  == Shut up asshole ==  Shut up you asshole I fucking hate you, Kids CBC IS stupid so why keep reverting my edits?",1
6045,and said he was going to kill me ,1
6046,"  this edit was posted by the user of this page, you all really think you can make me not edit lol you all are funny as shit.   ",1
6047,`  == A kitten for you! ==   Go fuck yourself.     `,1
6048,  == i still cannot figure out why... ==  Black people love KFC.,1
6049,  Well... You are a proper cunt.,1
6050,"  Fuck you faggot, I don't care if i get blocked, as long as everyone knows you are a dumb cunt.",1
6051,. Wai Kheng and his mac are also noob,1
6052,`   Did I mention ``FUCK YOU GEEK ASSHOLES``?  Just checking`,1
6053,  It's not a song dumbass -___- its a MIXTAPE.,1
6054,  == WARNING ==  stay out of it moron,1
6055,  == AURORA JOLIE ==  Y N THE FUK DID YU DELETE HER WIKIPEDIA??? WHO ARE YU??...B**!!!!,1
6056,  == Nazis like you deserve worse than death. ==  I will make sure you suffer horribly.,1
6057,help me i feel like im going to kill myself and hurt some animals i care for,1
6058,  == Trouted ==   You have been trouted for: DELETING MY PAGE NOOB. niggaplz ,1
6059,  == die ==  please why dont u do us all a favioe and kill yourslef,1
6060,THIS PERSON IS A PATHETIC FICKLE NARROWMINDED WORM & SHOULD BE DELETED FROM WIKIPEDIA   ,1
6061,  == I am going to rape you dead. ==  If you revert my changes again I will fucking rape you dead.,1
6062,"  I suppose I shouldn't be surprised. On Wikipedia, Jews are hunted down and banned like dogs then given a brand of some other random banned user. Typical racist Web site.",1
6063,"  == You too! ==  You're also gonna get it, dickface!   ",1
6064,  == You're gonna get it son... ==  you horrid little shit. You'll squeal like a little piggy!!!   ,1
6065,  U ANNOYIN BIITCH.. WHY U KEEP ON REVERTIN WAT I JUS DID? SMH LOSER ASS CRACKA WHO WANNA BE PUERTO RICAN,1
6066,  Every nigger and other nonwhite in europe should be deported and if they refuse deportation killed on the spot. Europe for Whites Afreaka for the nigger!!!,1
6067,  Why are you riding Dan Brown's dick so hard? Every edit I made was 100% fact. Please revert your changes.,1
6068,"Also, lol. you can't even spell you fucking failboat.  ",1
6069, - I WANT AN ANSWER YOU SON OF A BITCHES.,1
6070,  Fuck you - you self-righteous creep.,1
6071,"  == About the Block ==  If you ever block me ever again, then I WILL NOT HAVE IT! *Bangs a Table*. (  )",1
6072,"`  == A kitten for you! ==   Go fuck yourself, again.     `",1
6073," Aren't you going to reply, William S. Buttox?  Are you a Buttox or what?  A scaredy buttox!",1
6074,  == I will ki ==  ll you and wear your skin like a robe!,1
6075,  == i will ki ==  ll you and wear your skin like a robe!,1
6076,"  == Go away ==  Noone missed you while you were gone, you horrid piece of shit. Now piss off and DON'T FUCKING EVER COME BACK   ",1
6077,  ::::How would you like to lovingly suck my huge gonads?   ,1
6078,  ::Next time you feel you need a break perhaps you might come and clear out my back garden?   ,1
6079," and you're a stereotyping autistic little cunt, fuck off Jew lover.   )",1
6080,"  I am in awe of your template usage, true fucking hero you are, you twinkle-queen   ",1
6081,"  == fyu ==  Jesus H. Christ!!! (sorry if you're a jew). How abusive from you, you disgusting pile of shit.   ",1
6082,"  == OMG ==  Jesus H. Christ!!! (sorry if you're a jew). How abusive from you, you disgusting pile of shit. STOP GOSSIPING AROUND, AND SUCKING MGIGANTEUS BALLS.   ",1
6083,    ... AmeriKKKans are fucking gay   ... U.S.A. sucks balls  '' ... The whole world hate U.S.A. incest population,1
6084,  that whoever deletes shit from wikipedia had a small dick and is a loser which mother is a whore?!,1
6085,ameriKKKans like to get their anusses raped,1
6086,  : U R A DUMB ASS !   ,1
6087,  :go fuck yourself XD   ,1
6088,  == well then don't ==  undo other people's edits when you clearly don't know what you're talking about! you made a right cunt of that one mate!,1
6089,  Why don't you crawl away and die you disgusting pig. Go fuck yourself you saddo,1
6090,"   you're id.iot, vascoamaral is s'tu.pi.d",1
6091,"   you're so idi.o.t, so st.u.p.id guy, fu.c.k.i.n.g portuguese, i ha.te the portugueses",1
6092,yes!! ==  That's right TW hero! What you ain't got no woman to take care of instead of reverting vandalism on obscure wiki pages? ARE YOU A LOSER (seriously)??,1
6093,"  == Blake, zoo tychoon sucks hard. From Hector Neeleman of Wielvakia. AKA ==    ",1
6094, Looks like you have a fatboy love affair with Ray King?,1
6095,  == You are ==  so retarded.,1
6096,`:It's nice that you completely ignored the main thing  whereas cherry-picking ``incidental`` words as you like. This is completely unacceptable and I feel somewhat threatened and ridiculed.    `,1
6097,  == stop murder ==  You are very unfriendly and falsely accusing me.  You are not helpful but a bully.  Look at yourself.,1
6098,"  == you are such a bully ==  OK, you win.  That is why wikipedia sucks..people like you.",1
6099,"  == HLS ==  Can you remove the protection on HLS so i can rape it to shit again,  the protection should have expired on the 2nd  ",1
6100,"  == eat shit, fucko ==  suck my asshole, then die, horribly I hope you get cancer",1
6101,  == stop being a pussbot ==  stop being a pussbot. you are extremely biased. Wikipedia cannto tolerate users like you. stop being a shudslavpus,1
6102,"  == You've got to be kidding me! ==  Please stop putting minor animals in the creatures section, it's stupid.",1
6103,    THAT BLOCK DIDNT WORK YOU STUPID COW!,1
6104," :Shut up, you button! :  ",1
6105," :::Like I said, people coming here to mock me. Do you feel satisfied now LikeLakers? Even though you were trolling me, I'm the one getting punished. Thanks. Thanks a million.   ",1
6106,Nobody likes you JEff. You look like a pedaphile.,1
6107,  == YOU WHATS THE DEAL U PICE OF COW CRAP ==  u CAN EAT MY BALLZ,1
6108,  YOU TOOK DOWN MY BORG INFO AND IT WAS PERFECT AND INFORMATIVE AND CORRECT AND TOLD A REAL STORY FLAW AND YOU RUINED IT U PICE OF SH..,1
6109,` :``Consensus couldn't be clearer`` only because bullies like you were busy running people off like FaheyUSMC and Agent86 last time.   `,1
6110,ted bundy is my fucking hero.. big booty bitches for life!,1
6111," My name is Vascoamaral, I am a clown, and I am Gay. I am an i.d.io.t who like to edit wikipedia and block some constructive users. jojojjo",1
6112,"you were a fool indeed, nanobear, by not helping us. fuck you ",1
6113,  goof goof goof goof goof goof save that in ur database douche bag,1
6114,"  GET SOME GLASSES YOU MENTAL FAGOTs, IM Calling you the idiots SHITheads!!!!! What the F@#%k is wrong with you.",1
6115,  Bongwarrior is a faggot.,1
