,q_a,label
7801,Random shit,0
7802,Show your phone case? ,0
7803,dont have one lmao,0
7804,Did u see the participants of the new show of Victoria's Secret? ,0
7805,no lmao,0
7806,#WorldHealthDay How do you take care of yourself to stay healthy? ,0
7807,dont die,0
7808,You probably really love to travel? ,0
7809,hell yeah. I love to travel,0
7810,What is the longest you've ever gone without any sleep? ,0
7811,27 maybe 28 hours. I'm lazy af lmao,0
7812,When were you truly scared of smth? Tell in details ,0
7813,when I had cancer when I was 8. It was suffocating me and I really thought I was gonna die in the hospital that day.,0
7814,Would you wanna be punched in the stomach by Ronda Rousey? Lol ,0
7815,Yes hell yes,0
7816,people ask you questions and you answer truthfully? ,0
7817,Truthful Answer fuck off,0
7818,r u going to the cemetery on Halloween? ,0
7819,Shut the fuck up,0
7820,Who is Jesus Christ to you? What does he mean to you? ,0
7821,Inspirational,0
7822,Who's the best athlete ever? ,0
7823,Michael Jordan,0
7824,Is there anything you collect or would like to collect? What is it? ,0
7825,NASCAR die cast,0
7826,why are girls always lieing about stuff they like ,0
7827,I don't know fuck off,0
7828,Would you be able to go to study in another city or country and leave your family? ,0
7829,Hell no that's why I live In the United States,0
7830,What for your pocket expenses goes?  ,0
7831,Stop with the financial shit,0
7832,"Would you regret leaving a handsome/beautiful, nice ass partner because you feared commitment? ",0
7833,Leave me the fuck alone,0
7834,You like the beatles? ,0
7835,Hell yes,0
7836,How do you cope with heartbreak? ,0
7837,Aww fuck,0
7838,Do you wanna be in a relationship with the person you like? ,0
7839,Hell yes,0
7840,Wow rude I hope you dont treat pets like shit ,0
7841,I dont,0
7842,"Do you collect anything? If so, what is it? ",0
7843,NASCAR die cast,0
7844,Have u gotten ur period? (this is coming from a girl and I'm just asking because I have not gotten it yet and mostly everyone did and I'm scared!!) ,0
7845,I'm a guy wtf,0
7846,You still like her lmao ,0
7847,no,0
7848,justin bueber is gay ,1
7849,Justin Bieber*,0
7850,Whats on your mind? ,0
7851,A lot of shit,0
7852,What r u going to be 4 Halloween? ,0
7853,Michael Myers,0
7854,Did you give up wearing glasses? ,0
7855,"Hell Fucking No, I love wearing glasses",0
7856,Do you have that person you talk every day? ,0
7857,Not everyday but damn near,0
7858,Whats one fashion trend you hope to never see again? ,0
7859,Guys showing their ass with super skinny jeans on and a belt,0
7860,Di you are really an inspiration to me i would really like to meet you and spend some time with you i adore you a lot ?you are damn pretty ? ,0
7861,Thank you for the kind words. Who are you?,0
7862,You gotta move your butt a little right ,0
7863,"If I have to, I do. If not then I dont",0
7864,Did you have to shift your butt a little while on sofa? ,0
7865,Sometimes I change my sitting position,0
7866,So you say your butt looks like its fit? ,0
7867,No Its regular,0
7868,Why twice? Is there an issue? ,0
7869,Cuz shit happens,0
7870,Yes your butt but what object? ,0
7871,A seat,0
7872,What you sitting on? ,0
7873,My butt,0
7874,So you never taken any stool softener or anything? ,0
7875,No. Your still on that shit,0
7876,Are you more of a farter or burper? ,0
7877,"Who are you? All these butt questions, farts and stuff",0
7878,Do you think your butt is nice? ,0
7879,I like everything on my body,0
7880,have you ever been in an abusive relationship? ,0
7881,Hell no,0
7882,Do you believe in horoscope compatibility? ,0
7883,Nah I ain't fuck with that,0
7884,What is your favorite clothing store? ,0
7885,KITH but unfortunately things are really expensive in that shit hole,0
7886,It's not your fault your father is famous son  ,0
7887,u better stop that stripper shit everyone is recognizing u now,0
7888,& stop with that creepy shit ,0
7889,stop thats my twin brother,0
7890,"Whoever your future wife is , she'll be so damn lucky. She better appreciate you.  ",0
7891,she better or ill divorce her,0
7892,What's your opinion about gay people ? ,0
7893,I used to.be against it but now i have no opinion bout it,0
7894,Have you ever gotten or given a wedgie ,0
7895,i have gotten XD lmao,0
7896,Fuxking marry me pls omg ,0
7897,proposal should be romantic with the champagne and stuff,0
7898,i need ur jawline omg ,0
7899,nah. its mine,0
7900,"Guys stop asking, husam__khaled is his always and forever crush Right shakhboz? ",0
7901,"damn right and now got to sleep its 2:40am :,D",0
7902,Who is your Valentine? ,0
7903,my wife and i hope shes not dating anyone while im keeping my ass single here,0
7904,Love u <3 ahhaahahhahaha omg xDD ,0
7905,:D,0
7906,"Holy shit, I think im in love with u ",0
7907,Holy shit who is this,0
7908,Yo natelle wht the hell do u care? Go away ,0
7909,Nah stop shes ma friend so she does care,0
7910,Nahh I want to but then again im madd shy. I see u everyday in school god damn ur so handsome ,0
7911,There is no point of being shy tho,0
7912,"lol yu know i dont ask those type of questions lmao , it wasnt me ",0
7913,Ight ),0
7914,You will be shocked lmao ,0
7915,Lets see tho,0
7916,"I am, you saw me lmfao ",0
7917,Which period,0
7918,lmao but when it comes to strangers u r nice ,0
7919,Ikr i gotta be more strict to maself,0
7920,wtf kind of name is shakhboz? lmao ur parents is stupid or sumthin lolol ,1
7921,wtf who is this that can call ma parents stupid,0
7922,Who was the last person of the opposite sex you talked to? ,0
7923,Esty,0
7924,are girls more dramatic than guys? ,0
7925,Hell yes,0
7926,Do you like being photographed? Go photo  ,0
7927,Nooo I look like a butt cheek,0
7928,what is your criterion to accept someone on snapchat? ,0
7929,Username cannot be kittykat69 etc. Tired of these sex bots adding me,0
7930,How entitles do you think people are to their opinion even if it's not morally correct? ,0
7931,"Um well I think you've just answered that yourself. It's their opinion even if maybe it's not the popular opinion and who am I to put that down? I think a lot of people don't realize like you aren't allowed to put someone's opinion down even if it's not the ""right"" opinion. Like for example if someone doesn't support gay marriage that doesn't mean you get to judge them or tell them they're wrong because love is love. They are as entitled as anyone else and that goes for any subject. I think people should back off sometimes and stop thinking they're so accepting when they're not. (Fyi personally I do support gay marriage so I'm not speaking from experience but I have seen it happen a lot) and I think it's wrong.",0
7932,I b twerking all nights u  hoe ,1
7933,Yes,0
7934,Who will go to hell? ,0
7935,No one because I don't believe in hell. But if you do believe in hell then I guess I would since I'm choosing to not believe in it....but I don't actually know because haha I don't care! :D,0
7936,"But like, why do you suck so much dick? ",1
7937,Why are you so concerned??,0
7938,u Ratchet ass hoe hehehe ,1
7939,can we not? Jeeeeez. -_-,0
7940,(private) Ever have sex with a girl? ,0
7941,I did once but it wasnt what I expected,0
7942,Are goodbyes hard for you? ,0
7943,Hell yeah,0
7944,"I have 2 questions 1. Do you support lgbtq+ and 2 what are you lesbian, gay. Bisexual,trans, queer and I support lgbtq ",1
7945,Bisexual,0
7946,Do you like taking risks? ,0
7947,Hell yeah,0
7948,Have you ever broken up with a friend ? ,0
7949,"no , but it happened to me a few years ago but me and him are friends again , that shit hurt badly",0
7950,Hows life? ,0
7951,Life is shit,0
7952,Do you follow your brain or your heart? ,0
7953,Hell no,0
7954,Di you are really an inspiration to me i would really like to meet you and spend some time with you i adore you a lot ? you are damn pretty ? ,0
7955,Im....pretty?,0
7956,nice. pancakes are the shit ,0
7957,"So so true. I make a mean steak too, but Im just still in awe over my perfect cakes.",0
7958,can you cook? if yes whats a dish you have made that your proud of? ,0
7959,"This morning, I made the best damn pancakes. Perhaps not in taste, but they looked perfect",0
7960,What is in fashion today? ,0
7961,Who the hell cares #Plaid4Lyfe,0
7962,What would you do if you could inflate your body like a balloon? ,0
7963,Id probably die cause the human body cant survive that,0
7964,Is it just me or do asian family be hella exposing shit and talking about shit that they know nothing about? ,0
7965,That sounds like Latino families tbh  but I guess Asian families could too,0
7966,What childhood story actually frightened you? ,0
7967,"As a Latino the story of La Llorona scared the hell out of me, ima watch the movie in the theaters lmao",0
7968,Who you going on a date with? ,0
7969,Hell if I knew,0
7970,Do you believe in destiny? What's yours? ,0
7971,To die,0
7972,What does it mean when your crush asks who you like? ,0
7973,Youre got damn fucked in the down under,1
7974,do yall think its gay to have a penis? ,0
7975,Why would it be?,0
7976,did u try suck a boto ,0
7977,What?,0
7978,I'm gay my friend knows I like him but hes straight and he is showing signs of liking me what do I do? ,0
7979,Well if hes straight be sure those signs are actually real and your emotions arent playing you,0
7980,If a girl blows off a date w you five times but still keeps saying she misses you wtf is going on? ,0
7981,She might have something going on that keeps them from being able to care but they still care for you,0
7982,Would you rather have your breakfast in bed or on a patio? ,0
7983,In bed wtf,0
7984,OMG the person who keeps posting about busses be fucking dumb as hell ,0
7985,You right,0
7986,Do u have any tips for first date? ,0
7987,If youre a jerk or rude then dont be yourself,0
7988,Would you rather get crypto currency or regular money? ,0
7989,"Regular money, the hell is crypto currency?",0
7990,What have you learned today? ,0
7991,If banshees were real life would suck,0
7992,share something wise? ,0
7993,"When life gives you lemons, flip life off cause the hell you gonna do with lemons?",0
7994,"Is your favorite time the past, present or the future? ",0
7995,"I like stuff that happened in the past, present is bleh and future might be crap if things continue as they are",0
7996,Who? ,0
7997,That bum on the bench,0
7998,What has life taught you so far? ,0
7999,"Bad crap always happens, and the world is runs on bs",0
8000,Which fictional character would you date? ,0
8001,The hell,0
8002,What would you do if an elephant were charging at you? ,0
8003,"Give out of the damn way, I ain't Kryptonian",0
8004,"If you saw someone shoplifting, what would you do? ",0
8005,Light their sorry ass,0
8006,Most important in a date: Intelligent or Funny? ,0
8007,"I think a combo works best, just one makes you seem like an asshole or a dumbass",0
8008,What is the most exotic place you have been to? ,0
8009,San Francisco Bay Beach jk lmao,0
8010,"Which is worse, being too hot or too cold? ",0
8011,Both suck depending on the time,0
8012,Can DJs be considered musicians? ,0
8013,"Considering the trash produced by what people currently call musicians, why the hell not",0
8014,Would you clone yourself if you could? ,0
8015,Hell yea,0
8016,It's International Cat Day! Post a funny cat GIF! ,0
8017,The hell,0
8018,Would you rather be able to visit 100 years in the past or 100 years in the future. ,0
8019,"I'd go with 100 years in the future, too much bs was going on 100 years ago, what with WWI and crap",0
8020,"If you could print any phrase on a T-shirt, what would it say? ",0
8021,I'm with jerk,0
8022,What was the last book you read without skipping through anything? ,0
8023,Oh crap I got asked this question... some diary of a wimpy kid book,0
8024,Whats the one book you think everyone should be required to read? ,0
8025,How to not be a prick (for dummies),0
8026,What's your biggest fear? ,0
8027,Having a crap life,0
8028,Why do people smoke? ,0
8029,From what I have learned it's because they have pretty crap lives and they either rely on smoking or drugs to consul themselves,0
8030,Who was the last person of the opposite sex you talked to? ,0
8031,My aunt,0
8032,What names do you want to give to your children? ,0
8033,Michael and or Daniel for boys and Alexa/Alexia and or Kaylyn for girls,0
8034,What's the funniest auto-correct mistake you made? ,0
8035,"""Oh crap I didn't mean to say that, stupid automobile""",0
8036,Choose: Burn the roof of your mouth or get a papercut on your finger? ,0
8037,Paper cut on finger the hell,0
8038,How can we save the World from global warming? ,0
8039,Quit being idiots and solve crap like pollution.,0
8040,"What's the best way to spend $1,000,000? ",0
8041,Spend at least half of it on investment for life. And the rest however the hell you want.,0
8042,Which activities or hobbies make you lose track of time? ,0
8043,Answering ask.fm questions. Oh crap look at the time!,0
8044,Whats the first thing youd do if you were the opposite sex for one day? ,0
8045,Ask my friend what I do in his alternate reality,0
8046,How to raise your self-confidence? ,0
8047,The best advice I can give that may backfire is to not give a crap about what others say,0
8048,What is the most overplayed song of all time? ,0
8049,Not sure but it is one of two things. An actually good song or a crap song people play to troll others.,0
8050,Do you believe in Karma? ,0
8051,I believe people that do bad crap should be punished: ),0
8052,Who was the last person of the opposite sex you talked to? ,0
8053,...uh a friend from school,0
8054,Would you rather live a great life and die young or live a plain life and die old and alone? ,0
8055,Great life die young. Yolo,0
8056,Well I heard girl think guy is gay if they wear V? ,0
8057,well who cares what ppl think? as long as it's not a deep v cut it's fine. I know tons of guys who wear them,0
8058,Would you take a shit in a public bathroom? Be honest ,0
8059,I already do? y would someone not shit when they have to shit. it's annoying,0
8060,Have u gotten ur period? (this is coming from a girl and I'm just asking because I have not gotten it yet and mostly everyone did and I'm scared!!) ,0
8061,Yes I have. It's okay to skip months unless you had sex thennn ya needa get that checked,0
8062,What's the best thing ever happened to you? ,0
8063,This one girl but its pointless she wont ever believe that shit,0
8064,How do you feel towards transgender people whether they be male or female in the process of transitioning or not transitioning? ,0
8065,Has no effect on me unless u try to make a move on me Im not with that shit,0
8066,"I don't have any specific question , so you can tell me one thing that doesn't know anyone else ",0
8067,Not a second goes by that I dont wanna die,0
8068,Any art tips on developing a cartoon style? Like My little pony. ,0
8069,Many layers lmfao u hand drawer or photoshop,0
8070,You're talking to yourself ,0
8071,How if ur asking me shit ?,0
8072,"When you looked at yourself in the mirror today, what was the first thing you thought? ",0
8073,Im sexy as fuck,0
8074,I miss my monster  ,0
8075,Being a monster leads you to hell I learned,0
8076,Why do men ask women for money? ,0
8077,Hahahaha ur funny my shorty never pays for my shit,0
8078,Traps arent gay and you are ,1
8079,You make no sense,0
8080,What do u look like right now ,0
8081,A bum,0
8082,Rub me down fuck me tomorow?? ,0
8083,What?,0
8084,love you hottie -cassie (: i'll call you tonight ( ,0
8085,nothing,0
8086,Just go out with me! I'm way better than her ,0
8087,1. You r anon so i dont fuck with you shit,1
8088,Check recent if you want a fuck or chuck! x  ,1
8089,Ok,0
8090,Who is your style role model? ,0
8091,The person who says fuck everyone ima live my live the way i want it,0
8092,dead ass who's the girl u like? ,0
8093,I dont like anyone im just very sweet and its hard for me to turn someone down,0
8094,Sexual tbh: I want you to push me on the bed and shove your dick on me all night long till you cum all over  Better? ,1
8095,This is the best thing i ever got :) thanks you made my day love,0
8096,hey umm I'm pregnant and its your baby. (recent) ,0
8097,Ummmm *boards a plane to mexico and changes name* lmfao,0
8098,rate: 8 tbh: you're cute and seem chill ,0
8099,Thanks tho omg your gorgous maybe hmu :),0
8100,Blaise and Chop are gay for each other ,0
8101,knew it,0
8102,Olivia didnt go on the spring break trip because shes busy healing from her boob job ,0
8103,makes sense she really needed one,0
8104,Carmen seems sketchy ,0
8105,She's SOO sketch omg :O,0
8106,Do you think Sabrina has done it with more than one teacher ,0
8107,idrc abt sabrinas sex life,0
8108,Ever think youll try butt stuff? ,1
8109,no,0
8110,MJ hates Emery but you didnt hear it from me ,0
8111,omg,0
8112,Ever tried butt stuff? ,1
8113,no,0
8114,WYR: take mr. Alexanders math class or die ,0
8115,Math,0
8116,Now that we know carmen is gay whos still going to be her friend ,1
8117,1. Carmen never said she was gay and 2. even if she were who the hell cares ?,0
8118,OMG I didnt know you were the president of Alana and Caras fanclub! ,0
8119,omg how did you know,0
8120,we need to meet again like omg i'm gonna be the happiest ,0
8121,Omg SAMEEEE I need a hug so bad omg,0
8122,i was so busy lately like omg srsly but i'm good and you?? ,0
8123,I bet I saw the picture from Paris you looked really pretty,0
8124,i want to know everything okay tho ,0
8125,Well every time I rehearse or if Im performing And theres a wall that I will be looking at and I would feel very pressured and feel so damn nervous And every time that I look at the shirt with your face on it or a poster or my phone case I feel very very calm and I remember all the lyrics its so weird  but every time that happens,0
8126,i'm still so emotional like wtf is happening okay ,0
8127,You and dad deserve this I love you both so much you dont understand plus I now get a million cuddles I won our bet,0
8128,its a bond of forever!!! BTW i need new pp so help omg ,0
8129,Thatll stay for the rest of our lives and this one is my absolute favorite,0
8130,girl i saved that date in my phone some time ago ok ,0
8131,Wow omg and it was the same place was last year the second time at 12:44pm but on February 11th,0
8132,i hope you come to my tour and we can see each other again!!! i miss you hella much omg im emotional wth ,0
8133,Mother Im doing everything in my power to come like whenever theres an opportunity when you come I never miss and same here me too I still remember the outfits that you wore both times I saw you,0
8134,but shawn had a show in florida did ya know?! haha aw this is cute  ,0
8135,No omg like I even ended up the place where we met and I got  so damn emotional,0
8136,i wish you would omg ,0
8137,Because I really need to see the people I love more then anything in the entire world it would make so dang happy,0
8138,"haha, later we will go at the family dinner, imagine that ",0
8139,Theyll be a dream I have a feeling the weathers gonna say OK you guys are good to go as for you you want the kids meal right do you want like maybe like chocolate milk or orange juice and Im gonna be like bro Im 21 no hell be like oh shit my bad sorry lmao,0
8140,THEN you will be like 'camila freaking cabeyo is there aff  ,0
8141,No Im just gonna be like yes bitch you do you you go girl work im a be so chill about it haha,0
8142,ill dress up white or red for you to find me huh  ,0
8143,Im a be like oh shit there she is,0
8144,SEE where hes having shows yet and make it you GOTTA find me on the crowd dancing and singing so hard  ,0
8145,Like omg is easy to find you I can spot you in a be like there she is my mother ladies and  Gentleman,0
8146,i'll always make sure you're the happiest because angels like you deserves that the fuxcking most ,0
8147,Omgggg you got me right there omg,0
8148,Theyll be your biggest support system theyll all be so damn proud once they the video just wait ,0
8149,Thanks,0
8150,as you know karma is always back so just sit and watch till something happens back to her after what she has done ,0
8151,Loml its not just her Ive counted and 20 people including her have done the same shit to me it makes me feel like theres something wrong with me,0
8152,what she have told you? ,0
8153,She just said hi like what Ive been up to and she misses me and shit,0
8154,are you serious? da fuq ,0
8155,She acted like nothing ever happened she was all nice and sweet and shit and Im fuckin confused,0
8156,you better tell me omg ,0
8157,Im gonna have to tame you lmao but all jokes aside guess who snapchated me yesterday?,0
8158,yk i'm just sad that people treats her this way..she's always doing her job in 100 % i mean helping someone and she deserves the whole world ,0
8159,Omg I totally agree like Ive never seen her cry like this like my shirt is soaked and its so heart breaking like come on shes saving lives all around the world like wtf man? Ya know,0
8160,jesus this is sick.. ,0
8161,I cant stop crying and Im trying not to cry but omg i cant,0
8162,you got cabello as ur mami and mendes daddy omg ,0
8163,Best parents ever,0
8164,yesterday i was filming video for my music in LA plus at the vmas im going to perform senorita w shawn!!!! ,0
8165,YAAAAYY omg thats gonna be Fire I cant wait,0
8166,but got news for u omg WAIT ,0
8167,Tell me,0
8168,idk how much time it will take but i'll be there  ,0
8169,Ilysm omg Lmao Im not goin anywhere anytime soon so ur good haha,0
8170,actress cabello  ,0
8171,Ugh Im freakin proud imma be at work then after work Im going straight to the movies and see my girl do her damn thing and be like thats my girl you see that ma thats her thats the love of my life thats my girl,0
8172,omg i'm happy then ,0
8173,Hehehe I guess I needed you to heal me,0
8174,Smth happened? ,0
8175,I lost somethin at Work last night that meant so damn much to me,0
8176,i am in love omg bye ,0
8177,With who me or the song?,0
8178,"nothing special tho just getting some rest, wbu baby? ",0
8179,Ya know being my adorable self and workin hard so Im def missin you bc I saw someone that looks exactly like you and I got closer and she wasnt you omg,0
8180,Thanks for following  I had already followed you before ,0
8181,Omgggg thats right haha my bad girl its been so damn long I forgot but howre you girl?,0
8182,If you could bring any made up world or creature to be a reality what would you choose to be real and why? ,0
8183,I have no clue lmao,0
8184,Haha pizza all day  ,0
8185,Oh hell yeah im down anytime,0
8186,Di you are really an inspiration to me i would really like to meet you and spend some time with you i adore you a lot ?you are damn pretty ? ,0
8187,Thank you?,0
8188,"LONG TIME MY PRINCESS, I MISSED YOU THO! how have you been?? ",0
8189,Mom omg I missed you so much Ive been pretty good theres so much to tell you omg but how bout you?,0
8190,Happy New Years beautiful! ,0
8191,Hii omg ur making me blush thank you you too,0
8192,personal shit ,0
8193,Is there anything I can do to help?,0
8194,Are you gonna tell her? ,0
8195,I feel like as her part as my Bestfriend she deserves and has the right to know but she just found out shes nominated for two Grammys and shes so happy right now itd be wrong of me and selfish if I told her right away her happiness is extremely important to me I dont wanna ruin that I dont want her to worry ya know she deserves to be happy and celebrate what shes accomplished and Im beyond words of how proud I am to be in her life and see her grow as an artist shes come a very long way and Im so damn honored being her Best family friend. I love her so much Id take a bullet and do anything for that girl I love her so much shes a huge part of me and my life I just love her so,0
8196,And the cops just sat there the whole time and didn't do the damn thing ,0
8197,Yep,0
8198,I hope that nigga who did this pays the ultimate price ,0
8199,I personally knew him,0
8200,i miss u too ily ,0
8201,Like my eyes were actual watering omg,0
8202,Its sweet how protective you are with Camila ,0
8203,Its my job as her Bestfriend when I saw her scared and worried that the imposter was gonna get her and how she or he was threatening her I had to jump in and save Camilas life because shes just so important to me I mean shes my everything my whole world and I wasnt gonna let that imposter get away from what they were doing to her so I did what I thought was right so I stayed with her until the imposter stopped I forced them to admit they were fake and apologized to her so they did. And as long as Im around and as long as Im in her life nothing will ever happen because I protect her with my life and Id risk my life for her any day I care about that girl so damn much shes the owner of my heart and I hope that I won hers for life,0
8204,That mustve been scary I saw Lauren Jauregui was omg of them ,0
8205,Thats my mom!,0
8206,Whats youre favorite thing about Camila and Hailee? ,0
8207,I love literally Everything about them like thats a really hard question but one of my favorite about Camila is her smile every-time she smiles at me I just blush so hard and smile super big and her humor shes freaking hysterical omg I laugh so hard at what she does shes just a hot mess but I love it aha she would fit so well if my family like omg I love my girl. For Hailee Is her personality shes just so sweet beautiful and just a ball of light shes also such an incredible actress shes my FAVORITE actress of all time and I literally couldnt believe I met her I was going through a hard time so knowing I had something to look forward to really helped like Ive never been happy to see someone since my high school shooting so meant a lot to me,0
8208,bto the this whole instrument is amazing fr  ,0
8209,thanks omg it was my very track Ive ever made,0
8210,you should never stop  ,0
8211,Like I cant be serious omg,0
8212,omg gabby brilliant outstanding incredable i love it and love  you its amazing this so amazing ,0
8213,Thank u so much!,0
8214,i heard your rise up song and omg ,0
8215,What?,0
8216,Hey baby are you ready?!! ,0
8217,Hi omg yes Im so ready and nervous and excited! Ive been workin my whole life and really hard for this cant believe its happening in 4 freakin days!!! Ahh,0
8218,omg i am so blessed!!! you shouldn't have bby omg i do not deserve you! ,0
8219,Its actually the other way around my Madison,0
8220,omg i am so blessed!!! you shouldn't have bby omg i do not deserve you! ,0
8221,I literally wrote it less than a minute,0
8222,ohh okay lol. i was just saying because me and her talked @ lala and she made an account and im trying to get her some followers... but no one is active these days lmao ,0
8223,Id be more then happy to follow her for u,0
8224,What have you been thinking about lately? ,0
8225,My American idol audition thats been on my mind for weeks Im nervous as hell tbh,0
8226,that's amazing gabby!!!! i am so proud of you!!! ,0
8227,I couldnt have never got here with out you mads Ive gone through so damn much in my life until u came along and help me find my calling,0
8228,I worked my butt off for him ,0
8229,Im sorry,0
8230,hey super star how r u feeling ,0
8231,Good after hearing that cover omg,0
8232,im like did i just hear myself omg that is incredible to know this small kind girl then this song and your ask fm acc background then im like who are you ,0
8233,u are a pussy,1
8234,omg gabby thats a very good song holy cow i cant belive it im saying it that im getting to know one of the next generation singers im excited ,0
8235,Thats Shawn Mendez songs I just did a cover to it,0
8236,"i'm going to go to the beach and i'm so excited to be honest lmao, you? ",0
8237,Haha you get that tan girl lmao but I have big surprise for you,0
8238,mmm that's weird  shouldn't you talk to your family or friends? i don't really know... maybe you should ask for opinions ,0
8239,Ya know Ive been trying to pull a brave face the truth is Im scared as hell to be by myself or leave my house idk why tbh Ive never told anyone this,0
8240,"omg you're still here!! IM SO HAPPY to see you again and talk to you, wow  how've you been??????? ",0
8241,I wasnt kidding when I said ill still be here whenever u come and Ive been alright how bout you?,0
8242,Picture with your bestfriend? ,0
8243,Sadly I dont actually have a pi with her because shes on her tour but ill get one with my other ride & die in September,0
8244,ohhhh ok  I'm like jeez how much did I miss! Congrats though! :D ,0
8245,Omg lmao I love you Im too young gf,0
8246,The thing is no one knows the fucking answer either  ,0
8247,Well I guess we all need Jesus,0
8248,Gabby you are fucking hysterical omfg Im crying that tweet was fucking funny shit  ,0
8249,Honestly tho like shit I need answers,0
8250,omg i so wanted to surprise you in person but my schedule!! so here I am with a post about you and me chatting now with ya ,0
8251,Omg will I ever see u in person?,0
8252,omg ofc!!!! I literally dropped everything to talk to this vvv special young woman ,0
8253,Omg I love you so much you didnt have to do that,0
8254,I LOVE YOU MORE BDAY GURL OMG ,0
8255,You dont understand you & @official_laurenjauregui are the two posts I feared up in and I love you so damn much you guys changed my life ever since I met you both when I was 15 years old and you guys became my second family you guys stood by me through our everything and Im so proud to call you my family I love you both so much I cant live without you thank you for making me feel so special and making this birthday you both are the loves of my life and I love you for the rest of my life,0
8256,omg yes we cracks ourselves up ,0
8257,We do You just asked for a war Bestfriend,0
8258,awww haha that's adorable omg  ,0
8259,Its you.. I was so nervous tell u this trick,0
8260,omg i loved it ,0
8261,Thank u so so much ari omg I didnt think youd love it,0
8262,omg slayyy ,0
8263,I knew youd love it  I know u so well,0
8264,omg yes!! I see that now. a ray of sunshine she is ,0
8265,Ya know she wrote a song about it,0
8266,omg so so sweet!! no words to suffice cutie ,0
8267,You know I work with her and she just she smiles every time m she mentions you but thats why I decided to ask you for the interview said she loves you so so much,0
8268,doing well. been chilling with my friends/ working/ watching harry potter ,0
8269,Same omg my birthday is right around the Conor so Im going crazy finding a gift for my siblings Im a triplet,0
8270,omg ofc YES!! ,0
8271,Cause I see u as my family already,0
8272,cheez gabby what the hell is wrong with the people that bullied you ,0
8273,It doesnt matter anymore I should thank them because if they didnt do that I wouldnt be doing this,0
8274,omg no words to suffice ,0
8275,But Ari just because of this I had the courage to call the foundation and ask them to become their speaker and mentor to kids with the same thing that I have Im gonna make history and change lives forever and Im doing it,0
8276,I cried so much listening cover that gabby made holy crap I you can tell she felt the lyrics and she sound so sad - sammi ,0
8277,Listen Gabbys new cover fix you Coldplay and give us a feedback,0
8278,Aww my lil italian sausage !! ,0
8279,omg I freakin love that my hot mess Cuban queen,0
8280,Aww praying for you. xx ,0
8281,Thank you I got my stitches off it hurts so bad omg I had five of them,0
8282,so happy for you & I'm extremely proud ,0
8283,I am a got a little recognition from yesterday while I was working my mind is blown beck like omg Instagram is blowing up to,0
8284,Hey when are we gonna hear your first album? ,0
8285,I was supposed to make it this week but I have to put the recording on hold for 6-8 weeks  the doctor told me by my hand incident he said he wants to play it safe and focus on healing then when thats up Ill get my butt to the studio and do the damn thing,0
8286,omg no this can't be happening. How's my girl doing?? ,0
8287,Im really hurt pretty bad this time,0
8288,I am going to tell ariana about it lmao ,0
8289,Can you please tell her to talk to gabby as well,0
8290,"on social media, trying to keep up w everyone and u? ",0
8291,Nothing Gabbys been asking me lots of questions about what Ill do for her birthday lmao shes a mess,0
8292,GabbyB singing Too good by goodbyes Sam smith  live in recording omg yall need to hear this!!! ,0
8293,[GabbyBoffical] sang Too Good At Goodbyes really well! Check out this great cover they made!,0
8294,Yyyyyaassss! ,0
8295,Im shook omg.. Bestfriend omg I have to tell u something so funny,0
8296,Well then I'll make him talk. I'm not letting him pretend like this didn't happen! ,0
8297,Ily Bestfriend you know that? Ive been living through hell these couple of weeks idk what I did to deserve you,0
8298,"I'm so so sorry princess. Are you mad at him? If you are, than I am too. ",0
8299,Ily Bestfriend you know that? Ive been living through hell these couple of weeks idk what I did to deserve you,0
8300,To the girls. If you're single and want a bf. Hmu ,0
8301,Alright lmao,0
8302,omg you met Kim Rhodes and Misha Collins??? OMG lucky ,0
8303,"Yes I got to meet them but, while I was there",0
8304,who loves to be alive? because I sure as hell do ,0
8305,I do too.,0
8306,What is your idea of hell? ,0
8307,To meet anyone who has played the king of hell and any Lucifer,0
8308,cual es la parte de tu cuerpo que mas te gusta? ,0
8309,suck My dick,1
8310,What do you like in life? ,0
8311,"Peace and quiet   ,  but also I love the outdoors festivals music amusements  parks , ATVing Motorcycles  , fishing BBQ's with great friends even going to sport events with the right people O! Can't  forget playing pool and throwing darts with a few drinks talking shit with good friends .",0
8312,Who is the most closest friend that knows everything about u? ,0
8313,"My Ex of 6 years we now have known eachother for 12 years and  even tho we are not lovers for 6 years now we are still very close and I fear nothing when it comes to a lot of things with him and I can be myself 100% of the time and  some people are better off just as friends then lovers he is  Definitely if there is such a thing as  friend soulmate that's what he is  and I know he Hope's as well as I do we find true love for each other but til then we are going to hang out shoot the shit and just have fun with life and I will never wish ill will on him because he deserve good things in life and I really hope he will find a wonderful woman that will give him a child he's been wanting lately he is 10 years younger than me and I don't want to see him waste his 30's and 40's searching for her I hope she coming to fill his life with greatness. Good luck my friend and I will always be here if anyone tries to fuck your life up , just call me when ever your need my shoulder or just to have fun and hang out . Stay blessed and much loves if you read this .",0
8314,How good are you at taking jokes? ,0
